"likert_or_number","participant_id","question_id","priming","response","response_time","scale_size","question_valence"
"number","7m80kom","f","Priming",2.035,7204,10,""
"number","7m80kom","e","Priming",7.87375,5534,10,""
"number","7m80kom","g","Priming",3.98125,2100,10,""
"number","7m80kom","i","Priming",3.10375,3817,10,""
"likert","7m80kom","21","Priming",3.20285714285714,30912,7,"Negative"
"likert","7m80kom","13","Priming",8.91111111111111,11256,9,"Positive"
"likert","7m80kom","2","Priming",5.008,16996,5,"Positive"
"likert","7m80kom","18","Priming",5.11428571428571,7422,7,"Negative"
"likert","7m80kom","6","Priming",5.97142857142857,8671,7,"Positive"
"likert","7m80kom","9","Priming",4.33333333333333,21084,9,"Positive"
"likert","7m80kom","11","Priming",5.016,24220,5,"Positive"
"likert","7m80kom","8","Priming",5.16888888888889,13529,9,"Positive"
"likert","7m80kom","12","Priming",6.82,7871,7,"Positive"
"likert","7m80kom","17","Priming",2.01142857142857,13977,7,"Negative"
"likert","7m80kom","5","Priming",6.04,9674,9,"Positive"
"likert","7m80kom","19","Priming",5.55111111111111,10422,9,"Negative"
"likert","7m80kom","10","Priming",4.904,14042,5,"Positive"
"likert","7m80kom","7","Priming",6.36571428571429,6485,7,"Positive"
"likert","7m80kom","20","Priming",2.05428571428571,6217,7,"Negative"
"likert","7m80kom","15","Priming",3.36,4535,5,"Negative"
"likert","7m80kom","14","Priming",5.096,16241,5,"Positive"
"likert","7m80kom","3","Priming",8.36888888888889,16141,9,"Positive"
"likert","7m80kom","4","Priming",4.648,8853,5,"Positive"
"likert","8bh6nn4","15","No Priming",3,32221,5,"Negative"
"likert","8bh6nn4","10","No Priming",6.05777777777778,16288,9,"Positive"
"likert","8bh6nn4","14","No Priming",7.01714285714286,14102,7,"Positive"
"likert","8bh6nn4","1","No Priming",3.05714285714286,17254,7,"Positive"
"likert","8bh6nn4","20","No Priming",0.991111111111111,9353,9,"Negative"
"likert","8bh6nn4","6","No Priming",4.784,16753,5,"Positive"
"likert","8bh6nn4","17","No Priming",2.02857142857143,9368,7,"Negative"
"likert","8bh6nn4","7","No Priming",7.94222222222222,8288,9,"Positive"
"likert","8bh6nn4","3","No Priming",4.752,22601,5,"Positive"
"likert","8bh6nn4","16","No Priming",2.048,8263,5,"Negative"
"likert","8bh6nn4","13","No Priming",4.008,17537,5,"Positive"
"likert","8bh6nn4","9","No Priming",4.008,15671,5,"Positive"
"likert","8bh6nn4","2","No Priming",7.95111111111111,5675,9,"Positive"
"likert","8bh6nn4","11","No Priming",5.01777777777778,16775,9,"Positive"
"likert","8bh6nn4","18","No Priming",5.04571428571429,13614,7,"Negative"
"likert","8bh6nn4","12","No Priming",4.896,16873,5,"Positive"
"likert","8bh6nn4","5","No Priming",5.95428571428571,9629,7,"Positive"
"likert","8bh6nn4","21","No Priming",5.02666666666667,8767,9,"Negative"
"likert","8bh6nn4","19","No Priming",2.99714285714286,10872,7,"Negative"
"likert","8bh6nn4","4","No Priming",5.02666666666667,19675,9,"Positive"
"number","8bh6nn4","c","No Priming",5.005,4661,10,""
"number","8bh6nn4","j","No Priming",9.94375,6329,10,""
"number","8bh6nn4","d","No Priming",8.95375,3876,10,""
"number","8bh6nn4","i","No Priming",3.03625,7323,10,""
"number","8bh6nn4","g","No Priming",3.98125,2262,10,""
"number","8bh6nn4","b","No Priming",7.94125,1996,10,""
"number","8bh6nn4","e","No Priming",7.96375,2494,10,""
"number","8bh6nn4","h","No Priming",2.0575,6208,10,""
"number","8bh6nn4","a","No Priming",5.995,1745,10,""
"number","8bh6nn4","f","No Priming",2.09125,4724,10,""
"number","8j1k8wo","i","Priming",3.05875,8196,10,""
"number","8j1k8wo","j","Priming",9.94375,2950,10,""
"number","8j1k8wo","d","Priming",8.92,4585,10,""
"number","8j1k8wo","b","Priming",7.94125,2182,10,""
"number","8j1k8wo","g","Priming",4.02625,2440,10,""
"number","8j1k8wo","e","Priming",7.975,4038,10,""
"number","8j1k8wo","f","Priming",2.035,2196,10,""
"number","8j1k8wo","c","Priming",4.97125,1565,10,""
"number","8j1k8wo","h","Priming",2.035,3658,10,""
"number","8j1k8wo","a","Priming",5.995,4141,10,""
"likert","8j1k8wo","15","Priming",3.01610009765625,22507,5,"Negative"
"likert","8j1k8wo","16","Priming",5.96,13596,9,"Negative"
"likert","8j1k8wo","13","Priming",4.02222222222222,9265,9,"Positive"
"likert","8j1k8wo","9","Priming",3.99555555555556,5084,9,"Positive"
"likert","8j1k8wo","7","Priming",4.97610009765625,27404,5,"Positive"
"likert","8j1k8wo","3","Priming",4.32810009765625,8742,5,"Positive"
"likert","8j1k8wo","20","Priming",0.71210009765625,27918,5,"Negative"
"likert","8j1k8wo","12","Priming",6.97439270019531,10786,7,"Positive"
"likert","8j1k8wo","21","Priming",10.6088888888889,7263,9,"Negative"
"likert","8j1k8wo","2","Priming",6.97439270019531,7008,7,"Positive"
"likert","8j1k8wo","19","Priming",3.01439270019531,6248,7,"Negative"
"likert","8j1k8wo","17","Priming",3.01777777777778,3761,9,"Negative"
"likert","8j1k8wo","10","Priming",5.97777777777778,5685,9,"Positive"
"likert","8j1k8wo","1","Priming",3.06222222222222,13274,9,"Positive"
"likert","8j1k8wo","14","Priming",4.95210009765625,7458,5,"Positive"
"likert","8j1k8wo","18","Priming",4.96810009765625,3736,5,"Negative"
"likert","8j1k8wo","5","Priming",4.95210009765625,2909,5,"Positive"
"likert","8j1k8wo","8","Priming",4.0001069859096,3527,7,"Positive"
"likert","8j1k8wo","4","Priming",4.99439270019531,4376,7,"Positive"
"likert","8j1k8wo","6","Priming",5.95428571428571,4785,7,"Positive"
"likert","8j1k8wo","11","Priming",6.94,2706,7,"Positive"
"number","8lkhv5o","f","Priming",2.06875,28879,10,""
"number","8lkhv5o","e","Priming",7.9525,2747,10,""
"number","8lkhv5o","g","Priming",4.04875,14256,10,""
"number","8lkhv5o","c","Priming",4.99375,4125,10,""
"number","8lkhv5o","i","Priming",3.0475,6896,10,""
"number","8lkhv5o","h","Priming",2.06875,3323,10,""
"number","8lkhv5o","a","Priming",5.98375,2398,10,""
"number","8lkhv5o","j","Priming",9.955,9910,10,""
"number","8lkhv5o","b","Priming",7.96375,2752,10,""
"number","8lkhv5o","d","Priming",8.9425,3139,10,""
"likert","8lkhv5o","13","Priming",3.9520625,27133,5,"Positive"
"likert","8lkhv5o","5","Priming",4.9760625,8271,5,"Positive"
"likert","8lkhv5o","14","Priming",10.6088888888889,12956,9,"Positive"
"likert","8lkhv5o","9","Priming",3.96888888888889,13777,9,"Positive"
"likert","8lkhv5o","6","Priming",6.99111111111111,11939,9,"Positive"
"likert","8lkhv5o","21","Priming",4.92,9942,9,"Negative"
"likert","8lkhv5o","2","Priming",6.93149553571429,5378,7,"Positive"
"likert","8lkhv5o","12","Priming",6.92292410714286,5493,7,"Positive"
"likert","8lkhv5o","7","Priming",8.00444444444445,13391,9,"Positive"
"likert","8lkhv5o","16","Priming",1.976,12774,5,"Negative"
"likert","8lkhv5o","8","Priming",3.9760625,5783,5,"Positive"
"likert","8lkhv5o","20","Priming",0.254352678571429,9639,7,"Negative"
"likert","8lkhv5o","3","Priming",8.84888888888889,7722,9,"Positive"
"likert","8lkhv5o","4","Priming",4.896,16544,5,"Positive"
"likert","8lkhv5o","15","Priming",2.9280625,6302,5,"Negative"
"likert","8lkhv5o","17","Priming",3,4852,9,"Negative"
"likert","8lkhv5o","10","Priming",5.98,6316,7,"Positive"
"likert","8lkhv5o","19","Priming",3.01428571428571,9513,7,"Negative"
"likert","8lkhv5o","1","Priming",3.02292410714286,6881,7,"Positive"
"likert","8lkhv5o","11","Priming",6.88857142857143,3768,7,"Positive"
"likert","8x6mj2m","20","No Priming",-0.0471905517578124,45043,5,"Negative"
"likert","8x6mj2m","5","No Priming",6.89417989095052,9139,9,"Positive"
"likert","8x6mj2m","10","No Priming",5.06367340087891,21371,7,"Positive"
"likert","8x6mj2m","17","No Priming",2.31224482945033,7145,7,"Negative"
"likert","8x6mj2m","4","No Priming",3.73676184082031,20385,5,"Positive"
"likert","8x6mj2m","8","No Priming",4.87510197230748,7826,7,"Positive"
"likert","8x6mj2m","15","No Priming",3.44080944824219,5326,5,"Negative"
"likert","8x6mj2m","13","No Priming",3.19510197230748,8816,7,"Positive"
"likert","8x6mj2m","11","No Priming",4.96076184082031,6008,5,"Positive"
"likert","8x6mj2m","9","No Priming",2.96367340087891,5551,7,"Positive"
"likert","8x6mj2m","19","No Priming",4.69515298025949,6912,7,"Negative"
"likert","8x6mj2m","18","No Priming",7.16084655761719,8941,9,"Negative"
"likert","8x6mj2m","12","No Priming",4.45680944824219,6986,5,"Positive"
"likert","8x6mj2m","14","No Priming",9.36529100206163,13296,9,"Positive"
"likert","8x6mj2m","1","No Priming",2.80529100206163,6332,9,"Positive"
"likert","8x6mj2m","6","No Priming",4.00080944824219,17018,5,"Positive"
"likert","8x6mj2m","3","No Priming",4.56880944824219,8396,5,"Positive"
"likert","8x6mj2m","2","No Priming",6.98306877983941,4249,9,"Positive"
"likert","8x6mj2m","16","No Priming",6.5119576687283,12048,9,"Negative"
"likert","8x6mj2m","7","No Priming",6.08367340087891,10051,7,"Positive"
"likert","8x6mj2m","21","No Priming",5.30306877983941,4183,9,"Negative"
"number","8x6mj2m","b","No Priming",7.95357142448425,10559,10,""
"number","8x6mj2m","d","No Priming",8.89857142448425,3755,10,""
"number","8x6mj2m","a","No Priming",6.05232142448425,6032,10,""
"number","8x6mj2m","j","No Priming",9.95607142448425,4401,10,""
"number","8x6mj2m","g","No Priming",4.00482142448425,3621,10,""
"number","8x6mj2m","f","No Priming",2.06982142448425,4718,10,""
"number","8x6mj2m","c","No Priming",5.00607142448425,3057,10,""
"number","8x6mj2m","h","No Priming",2.03607142448425,7329,10,""
"number","8x6mj2m","e","No Priming",7.93107142448425,3016,10,""
"number","8x6mj2m","i","No Priming",3.04857142448425,2912,10,""
"likert","9efelxb","7","No Priming",3.864,36560,5,"Positive"
"likert","9efelxb","14","No Priming",5,9779,5,"Positive"
"likert","9efelxb","16","No Priming",0.968,31530,5,"Negative"
"likert","9efelxb","8","No Priming",4.10285714285714,18335,7,"Positive"
"likert","9efelxb","13","No Priming",3.96,11660,5,"Positive"
"likert","9efelxb","5","No Priming",6.81333333333333,10227,9,"Positive"
"likert","9efelxb","21","No Priming",3.43428571428571,12107,7,"Negative"
"likert","9efelxb","12","No Priming",8.70666666666667,7730,9,"Positive"
"likert","9efelxb","10","No Priming",4.768,8680,5,"Positive"
"likert","9efelxb","20","No Priming",0.974285714285714,5451,7,"Negative"
"likert","9efelxb","15","No Priming",5.12285714285714,4720,7,"Negative"
"likert","9efelxb","3","No Priming",8.64444444444445,3073,9,"Positive"
"likert","9efelxb","6","No Priming",5.92857142857143,4987,7,"Positive"
"likert","9efelxb","11","No Priming",6.88,4271,7,"Positive"
"likert","9efelxb","17","No Priming",3.19555555555556,4770,9,"Negative"
"likert","9efelxb","2","No Priming",7.75555555555556,5767,9,"Positive"
"number","9efelxb","h","No Priming",2.20375,6106,10,""
"number","9efelxb","d","No Priming",8.785,7053,10,""
"number","9efelxb","g","No Priming",4.04875,2225,10,""
"number","9efelxb","b","No Priming",7.7725,2226,10,""
"number","9efelxb","f","No Priming",2.33875,2357,10,""
"number","9efelxb","c","No Priming",5.21875,1992,10,""
"number","9efelxb","i","No Priming",3.0025,2375,10,""
"number","9efelxb","e","No Priming",7.84,2324,10,""
"number","9efelxb","j","No Priming",9.98875,1910,10,""
"number","9fyl4qo","c","Priming",4.9825,3999,10,""
"number","9fyl4qo","h","Priming",2.08,11109,10,""
"number","9fyl4qo","d","Priming",8.9425,4224,10,""
"number","9fyl4qo","b","Priming",6.0175,1815,10,""
"number","9fyl4qo","i","Priming",3.0475,3777,10,""
"number","9fyl4qo","g","Priming",4.04875,19679,10,""
"number","9fyl4qo","j","Priming",9.94375,2425,10,""
"number","9fyl4qo","a","Priming",5.995,2398,10,""
"number","9fyl4qo","f","Priming",2.06875,5740,10,""
"number","9fyl4qo","e","Priming",7.94125,3800,10,""
"likert","9fyl4qo","11","Priming",6.98285714285714,54035,7,"Positive"
"likert","9fyl4qo","13","Priming",3.97777777777778,68190,9,"Positive"
"likert","9fyl4qo","3","Priming",4.968,10530,5,"Positive"
"likert","9fyl4qo","15","Priming",6.96444444444444,8364,9,"Negative"
"likert","9fyl4qo","6","Priming",4.9840625,14962,5,"Positive"
"likert","9fyl4qo","1","Priming",3.00578125,7986,7,"Positive"
"likert","9fyl4qo","10","Priming",6.00444444444444,11669,9,"Positive"
"likert","9fyl4qo","19","Priming",1.016,8027,5,"Negative"
"likert","9fyl4qo","16","Priming",5.96,7388,9,"Negative"
"likert","9fyl4qo","17","Priming",2.04571428571429,9969,7,"Negative"
"likert","9fyl4qo","9","Priming",4.0080625,12594,5,"Positive"
"likert","9fyl4qo","14","Priming",6.98292410714286,13000,7,"Positive"
"likert","9fyl4qo","20","Priming",1.0240625,15943,5,"Negative"
"likert","9fyl4qo","4","Priming",4.92571428571429,13921,7,"Positive"
"likert","9fyl4qo","12","Priming",8.95555555555556,7002,9,"Positive"
"likert","9fyl4qo","2","Priming",4.9840625,15068,5,"Positive"
"likert","9fyl4qo","18","Priming",6.98222222222222,8285,9,"Negative"
"likert","9fyl4qo","8","Priming",5.98863839285714,47010,7,"Positive"
"likert","9fyl4qo","7","Priming",7,12267,7,"Positive"
"number","9xt2p8r","h","Priming",2.06875,9392,10,""
"number","9xt2p8r","a","Priming",5.9725,2207,10,""
"number","9xt2p8r","f","Priming",2.1025,2606,10,""
"number","9xt2p8r","e","Priming",7.96375,2857,10,""
"number","9xt2p8r","j","Priming",9.98875,2754,10,""
"number","9xt2p8r","d","Priming",8.8975,1959,10,""
"number","9xt2p8r","g","Priming",4.0375,2300,10,""
"number","9xt2p8r","c","Priming",4.99375,1588,10,""
"number","9xt2p8r","b","Priming",7.93,1731,10,""
"number","9xt2p8r","i","Priming",3.05875,3268,10,""
"likert","9xt2p8r","7","Priming",7.93333333333333,11771,9,"Positive"
"likert","9xt2p8r","9","Priming",4.06666666666667,6039,9,"Positive"
"likert","9xt2p8r","16","Priming",3.08,12660,9,"Negative"
"likert","9xt2p8r","15","Priming",6.00571428571429,8262,7,"Negative"
"likert","9xt2p8r","13","Priming",2.92857142857143,4229,7,"Positive"
"likert","9xt2p8r","21","Priming",5,6872,9,"Negative"
"likert","9xt2p8r","17","Priming",1.176125,4294,5,"Negative"
"likert","9xt2p8r","4","Priming",4.99441964285714,5692,7,"Positive"
"likert","9xt2p8r","10","Priming",5.016,10056,5,"Positive"
"likert","9xt2p8r","12","Priming",7.90666666666667,7906,9,"Positive"
"likert","9xt2p8r","11","Priming",4.976,4408,5,"Positive"
"likert","9xt2p8r","19","Priming",3.08285714285714,3819,7,"Negative"
"likert","9xt2p8r","2","Priming",4.984125,3867,5,"Positive"
"likert","9xt2p8r","20","Priming",1.01777777777778,7391,9,"Negative"
"likert","9xt2p8r","14","Priming",4.992,9554,5,"Positive"
"likert","9xt2p8r","18","Priming",5.01777777777778,6549,9,"Negative"
"likert","9xt2p8r","8","Priming",5.96285714285714,10396,7,"Positive"
"likert","9xt2p8r","5","Priming",5.99714285714286,6263,7,"Positive"
"likert","9xt2p8r","1","Priming",3.008125,19011,5,"Positive"
"likert","9xt2p8r","3","Priming",5.98870535714286,10833,7,"Positive"
"likert","9xt2p8r","6","Priming",4.912,5676,5,"Positive"
"number","ag1p7rv","b","Priming",7.93,5864,10,""
"number","ag1p7rv","a","Priming",6.00625,2102,10,""
"number","ag1p7rv","f","Priming",2.0575,5555,10,""
"number","ag1p7rv","c","Priming",5.005,2175,10,""
"number","ag1p7rv","i","Priming",3.03625,2513,10,""
"number","ag1p7rv","j","Priming",9.9775,3477,10,""
"number","ag1p7rv","g","Priming",4.0375,2487,10,""
"number","ag1p7rv","d","Priming",8.93125,2621,10,""
"number","ag1p7rv","h","Priming",2.0575,2485,10,""
"number","ag1p7rv","e","Priming",7.93,2505,10,""
"likert","ag1p7rv","18","Priming",1.0480625,15244,5,"Negative"
"likert","ag1p7rv","2","Priming",4.9600625,12415,5,"Positive"
"likert","ag1p7rv","6","Priming",6.98222222222222,15086,9,"Positive"
"likert","ag1p7rv","13","Priming",6.93149553571429,5838,7,"Positive"
"likert","ag1p7rv","21","Priming",1.0720625,10537,5,"Negative"
"likert","ag1p7rv","8","Priming",5.92863839285714,6984,7,"Positive"
"likert","ag1p7rv","3","Priming",3.936,10916,5,"Positive"
"likert","ag1p7rv","9","Priming",8.86666666666667,12030,9,"Positive"
"likert","ag1p7rv","17","Priming",3.04444444444444,12289,9,"Negative"
"likert","ag1p7rv","20","Priming",1.11555555555556,8138,9,"Negative"
"likert","ag1p7rv","16","Priming",1.968,8191,5,"Negative"
"likert","ag1p7rv","14","Priming",2.04578125,8580,7,"Positive"
"likert","ag1p7rv","4","Priming",4.832,11545,5,"Positive"
"likert","ag1p7rv","19","Priming",1.08,9778,9,"Negative"
"likert","ag1p7rv","15","Priming",5.91149553571429,6167,7,"Negative"
"likert","ag1p7rv","11","Priming",7.98666666666667,6065,9,"Positive"
"likert","ag1p7rv","7","Priming",6.76857142857143,4832,7,"Positive"
"likert","ag1p7rv","1","Priming",4.93435267857143,19598,7,"Positive"
"likert","ag1p7rv","10","Priming",4.784,9515,5,"Positive"
"likert","ag1p7rv","5","Priming",7.97777777777778,13672,9,"Positive"
"likert","ag1p7rv","12","Priming",5.88578125,5227,7,"Positive"
"number","aug1sgl","f","Priming",2.1025,26661,10,""
"number","aug1sgl","e","Priming",8.02,5633,10,""
"number","aug1sgl","a","Priming",5.995,2792,10,""
"number","aug1sgl","j","Priming",9.92125,2803,10,""
"number","aug1sgl","g","Priming",4.0375,3019,10,""
"number","aug1sgl","c","Priming",5.01625,2298,10,""
"number","aug1sgl","h","Priming",2.08,4559,10,""
"number","aug1sgl","d","Priming",8.965,2352,10,""
"number","aug1sgl","i","Priming",3.01375,2271,10,""
"number","aug1sgl","b","Priming",7.94125,1859,10,""
"likert","aug1sgl","16","Priming",1.856,29545,5,"Negative"
"likert","aug1sgl","20","Priming",1.02666666666667,17378,9,"Negative"
"likert","aug1sgl","19","Priming",1.952,8581,5,"Negative"
"likert","aug1sgl","6","Priming",6.96444444444444,5935,9,"Positive"
"likert","aug1sgl","2","Priming",6.92299107142857,6368,7,"Positive"
"likert","aug1sgl","12","Priming",7.88888888888889,9951,9,"Positive"
"likert","aug1sgl","13","Priming",6.90571428571429,12639,7,"Positive"
"likert","aug1sgl","11","Priming",7.88888888888889,4166,9,"Positive"
"likert","aug1sgl","14","Priming",6.06571428571429,2045,7,"Positive"
"likert","aug1sgl","21","Priming",1.10285714285714,3949,7,"Negative"
"likert","aug1sgl","17","Priming",3.12444444444444,4477,9,"Negative"
"likert","aug1sgl","3","Priming",8.89333333333333,5393,9,"Positive"
"likert","aug1sgl","8","Priming",3.97428571428571,10912,7,"Positive"
"likert","aug1sgl","10","Priming",5.88571428571429,4681,7,"Positive"
